rowid,kepid,koi_disposition,koi_pdisposition
586,9787239,CONFIRMED,CANDIDATE
587,9787239,CONFIRMED,CANDIDATE
588,9787239,CONFIRMED,CANDIDATE
589,9787239,CONFIRMED,CANDIDATE
590,2309719,FALSE POSITIVE,FALSE POSITIVE
591,2558363,FALSE POSITIVE,FALSE POSITIVE
592,2716853,CONFIRMED,CANDIDATE
593,2445154,FALSE POSITIVE,FALSE POSITIVE
594,2715135,CONFIRMED,CANDIDATE
595,8644288,CONFIRMED,CANDIDATE
596,3247268,CONFIRMED,CANDIDATE
597,3247268,CANDIDATE,CANDIDATE
598,3232859,FALSE POSITIVE,FALSE POSITIVE
599,3098184,FALSE POSITIVE,FALSE POSITIVE
600,2720309,FALSE POSITIVE,FALSE POSITIVE
601,10342065,FALSE POSITIVE,FALSE POSITIVE
602,10352945,FALSE POSITIVE,FALSE POSITIVE
603,10354039,CANDIDATE,CANDIDATE
604,10330115,CONFIRMED,CANDIDATE
605,10426656,CONFIRMED,CANDIDATE
606,9820483,CONFIRMED,CANDIDATE
607,9941662,CONFIRMED,CANDIDATE
608,7778437,CONFIRMED,CANDIDATE
609,9823457,CONFIRMED,CANDIDATE
610,9823457,CONFIRMED,CANDIDATE
611,2574201,FALSE POSITIVE,FALSE POSITIVE
612,2166206,FALSE POSITIVE,FALSE POSITIVE
613,2164169,CANDIDATE,CANDIDATE
614,2574338,CANDIDATE,CANDIDATE
615,2584163,CONFIRMED,CANDIDATE
616,4180280,CONFIRMED,CANDIDATE
617,3239636,FALSE POSITIVE,FALSE POSITIVE
618,2721030,CONFIRMED,CANDIDATE
619,3329204,CANDIDATE,CANDIDATE
620,3230491,CANDIDATE,CANDIDATE
621,3340070,FALSE POSITIVE,FALSE POSITIVE
622,7626506,CONFIRMED,CANDIDATE
623,10426656,CONFIRMED,CANDIDATE
624,10426656,CONFIRMED,CANDIDATE
625,10528068,CONFIRMED,CANDIDATE
626,10468940,CONFIRMED,CANDIDATE
627,9825625,CONFIRMED,CANDIDATE
628,9875711,CONFIRMED,CANDIDATE
629,7661409,FALSE POSITIVE,FALSE POSITIVE
630,1026957,CANDIDATE,CANDIDATE
631,10002261,CANDIDATE,CANDIDATE
632,8176650,FALSE POSITIVE,FALSE POSITIVE
633,2162635,CANDIDATE,CANDIDATE
634,5899544,FALSE POSITIVE,FALSE POSITIVE
635,5963222,FALSE POSITIVE,FALSE POSITIVE
636,5982353,FALSE POSITIVE,FALSE POSITIVE
637,6205468,FALSE POSITIVE,FALSE POSITIVE
638,8506766,FALSE POSITIVE,FALSE POSITIVE
639,3240706,FALSE POSITIVE,FALSE POSITIVE
640,2853093,CONFIRMED,CANDIDATE
641,3228824,FALSE POSITIVE,FALSE POSITIVE
642,3245969,CONFIRMED,CANDIDATE
643,3231341,CONFIRMED,CANDIDATE
644,10468940,CONFIRMED,CANDIDATE
645,10341831,FALSE POSITIVE,FALSE POSITIVE
646,10337517,CANDIDATE,CANDIDATE
647,10337517,CONFIRMED,CANDIDATE
648,10351231,CANDIDATE,CANDIDATE
649,10485179,FALSE POSITIVE,FALSE POSITIVE
650,8561063,CONFIRMED,CANDIDATE
651,8561063,CONFIRMED,FALSE POSITIVE
652,8892910,FALSE POSITIVE,FALSE POSITIVE
653,10657664,FALSE POSITIVE,FALSE POSITIVE
654,3337351,FALSE POSITIVE,FALSE POSITIVE
655,5802486,FALSE POSITIVE,FALSE POSITIVE
656,5817553,FALSE POSITIVE,FALSE POSITIVE
657,5982368,FALSE POSITIVE,FALSE POSITIVE
658,5816811,FALSE POSITIVE,FALSE POSITIVE
659,5816165,FALSE POSITIVE,FALSE POSITIVE
660,7102227,CONFIRMED,CANDIDATE
661,7102227,CONFIRMED,CANDIDATE
662,7102227,CANDIDATE,CANDIDATE
663,6960913,CONFIRMED,CANDIDATE
664,6837146,CANDIDATE,CANDIDATE
665,11122894,CONFIRMED,CANDIDATE
666,11122894,CANDIDATE,CANDIDATE
667,11129738,CONFIRMED,CANDIDATE
668,11401182,CONFIRMED,CANDIDATE
669,11030711,CANDIDATE,CANDIDATE
670,11512246,CONFIRMED,CANDIDATE
671,6607286,CANDIDATE,CANDIDATE
672,6607286,CANDIDATE,CANDIDATE
673,6690082,CONFIRMED,CANDIDATE
674,6690082,CONFIRMED,CANDIDATE
675,6448890,CONFIRMED,CANDIDATE
676,6448890,CONFIRMED,FALSE POSITIVE
677,10730034,CONFIRMED,CANDIDATE
678,10730034,CONFIRMED,CANDIDATE
679,10858691,CONFIRMED,CANDIDATE
680,10858691,CONFIRMED,CANDIDATE
681,10858691,CONFIRMED,CANDIDATE
682,8107380,CONFIRMED,CANDIDATE
683,6936909,CONFIRMED,CANDIDATE
684,6936909,CONFIRMED,CANDIDATE
685,6962977,CONFIRMED,CANDIDATE
686,6962977,CONFIRMED,CANDIDATE
687,11176127,CONFIRMED,CANDIDATE
688,11176127,CONFIRMED,CANDIDATE
689,11176127,CONFIRMED,CANDIDATE
690,11075279,CANDIDATE,CANDIDATE
691,11014932,CONFIRMED,CANDIDATE
692,6607447,CANDIDATE,CANDIDATE
693,6677256,FALSE POSITIVE,FALSE POSITIVE
694,8030148,CONFIRMED,CANDIDATE
695,6692833,FALSE POSITIVE,FALSE POSITIVE
696,6693640,CONFIRMED,CANDIDATE
697,10858691,CONFIRMED,CANDIDATE
698,10973814,CONFIRMED,CANDIDATE
699,10973814,CONFIRMED,CANDIDATE
700,6541920,CONFIRMED,CANDIDATE
701,10586208,CONFIRMED,CANDIDATE
702,6962977,CONFIRMED,CANDIDATE
703,6962977,CONFIRMED,CANDIDATE
704,6962977,CONFIRMED,CANDIDATE
705,7174351,FALSE POSITIVE,FALSE POSITIVE
706,6932987,CONFIRMED,CANDIDATE
707,11014932,CONFIRMED,CANDIDATE
708,11014932,CONFIRMED,CANDIDATE
709,11014932,CONFIRMED,CANDIDATE
710,11288505,CONFIRMED,CANDIDATE
711,11493431,CONFIRMED,CANDIDATE
712,6441738,CANDIDATE,CANDIDATE
713,8801343,FALSE POSITIVE,FALSE POSITIVE
714,8488878,FALSE POSITIVE,FALSE POSITIVE
715,8560285,FALSE POSITIVE,FALSE POSITIVE
716,8620565,FALSE POSITIVE,FALSE POSITIVE
717,8616873,FALSE POSITIVE,FALSE POSITIVE
718,10854768,CONFIRMED,CANDIDATE
719,10964440,CONFIRMED,CANDIDATE
720,10713616,CANDIDATE,CANDIDATE
721,10963242,CONFIRMED,CANDIDATE
722,10785538,FALSE POSITIVE,FALSE POSITIVE
723,6932987,CONFIRMED,CANDIDATE
724,8191672,CONFIRMED,CANDIDATE
725,6851425,CONFIRMED,CANDIDATE
726,6934291,CONFIRMED,CANDIDATE
727,7357531,FALSE POSITIVE,FALSE POSITIVE
728,6185711,FALSE POSITIVE,FALSE POSITIVE
729,11037335,CONFIRMED,CANDIDATE
730,11037335,CONFIRMED,CANDIDATE
731,11389771,CONFIRMED,CANDIDATE
732,11389771,CONFIRMED,CANDIDATE
733,8737796,FALSE POSITIVE,FALSE POSITIVE
734,8462258,FALSE POSITIVE,FALSE POSITIVE
735,10925104,CONFIRMED,CANDIDATE
736,8454250,CANDIDATE,CANDIDATE
737,8494263,FALSE POSITIVE,FALSE POSITIVE
738,8848271,FALSE POSITIVE,FALSE POSITIVE
739,10585852,CONFIRMED,CANDIDATE
740,10928043,CANDIDATE,CANDIDATE
741,10794087,CANDIDATE,CANDIDATE
742,10794087,CANDIDATE,CANDIDATE
743,6541920,CONFIRMED,CANDIDATE
744,4275739,FALSE POSITIVE,FALSE POSITIVE
745,7287415,CANDIDATE,CANDIDATE
746,6924203,CONFIRMED,CANDIDATE
747,6878167,FALSE POSITIVE,FALSE POSITIVE
748,6880531,FALSE POSITIVE,FALSE POSITIVE
749,6863839,FALSE POSITIVE,FALSE POSITIVE
750,7296086,FALSE POSITIVE,FALSE POSITIVE
751,11389771,CONFIRMED,CANDIDATE
752,11599038,CANDIDATE,CANDIDATE
753,11193263,CONFIRMED,CANDIDATE
754,11027624,CONFIRMED,CANDIDATE
755,11032227,CONFIRMED,CANDIDATE
756,8751933,CONFIRMED,FALSE POSITIVE
757,8630788,CONFIRMED,CANDIDATE
758,8630788,CONFIRMED,CANDIDATE
759,8630788,CANDIDATE,CANDIDATE
760,8823426,FALSE POSITIVE,FALSE POSITIVE
761,4070376,FALSE POSITIVE,FALSE POSITIVE
762,4078157,FALSE POSITIVE,FALSE POSITIVE
763,4164994,CONFIRMED,CANDIDATE
764,4480676,FALSE POSITIVE,FALSE POSITIVE
765,4079535,FALSE POSITIVE,FALSE POSITIVE
766,6766634,CANDIDATE,CANDIDATE
767,6774826,FALSE POSITIVE,FALSE POSITIVE
768,5652237,FALSE POSITIVE,FALSE POSITIVE
769,7211469,CONFIRMED,CANDIDATE
770,7375795,FALSE POSITIVE,FALSE POSITIVE
771,7255336,FALSE POSITIVE,FALSE POSITIVE
772,7831264,CONFIRMED,CANDIDATE
773,7802136,FALSE POSITIVE,FALSE POSITIVE
774,7532973,CONFIRMED,FALSE POSITIVE
775,9632895,FALSE POSITIVE,FALSE POSITIVE
776,7449844,FALSE POSITIVE,FALSE POSITIVE
777,8766222,FALSE POSITIVE,FALSE POSITIVE
778,8678594,CONFIRMED,CANDIDATE
779,10925104,CONFIRMED,CANDIDATE
780,8678594,CANDIDATE,CANDIDATE
781,8703884,FALSE POSITIVE,FALSE POSITIVE
782,8560840,FALSE POSITIVE,FALSE POSITIVE
783,4076098,CONFIRMED,CANDIDATE
784,4551328,FALSE POSITIVE,FALSE POSITIVE
785,4282872,CONFIRMED,CANDIDATE
786,4639868,FALSE POSITIVE,FALSE POSITIVE
787,10555375,FALSE POSITIVE,FALSE POSITIVE
788,4372768,FALSE POSITIVE,FALSE POSITIVE
789,7375795,FALSE POSITIVE,FALSE POSITIVE
790,7211221,CONFIRMED,CANDIDATE
791,7025526,FALSE POSITIVE,FALSE POSITIVE
792,9451127,FALSE POSITIVE,FALSE POSITIVE
793,9446824,FALSE POSITIVE,FALSE POSITIVE
794,11356260,CONFIRMED,CANDIDATE
795,11044770,FALSE POSITIVE,FALSE POSITIVE
796,11600889,CONFIRMED,CANDIDATE
797,11197126,FALSE POSITIVE,FALSE POSITIVE
798,11043167,CONFIRMED,CANDIDATE
799,8612847,CONFIRMED,CANDIDATE
800,8552583,FALSE POSITIVE,FALSE POSITIVE
801,8547140,CONFIRMED,CANDIDATE
802,8519253,FALSE POSITIVE,FALSE POSITIVE
803,8813698,CANDIDATE,CANDIDATE
804,8757910,FALSE POSITIVE,FALSE POSITIVE
805,4072526,CONFIRMED,CANDIDATE
806,4150539,FALSE POSITIVE,FALSE POSITIVE
807,4274548,CANDIDATE,CANDIDATE
808,4455231,CONFIRMED,CANDIDATE
809,8953257,FALSE POSITIVE,FALSE POSITIVE
810,8971432,FALSE POSITIVE,FALSE POSITIVE
811,9278553,FALSE POSITIVE,FALSE POSITIVE
812,9527915,CONFIRMED,CANDIDATE
813,9143254,FALSE POSITIVE,FALSE POSITIVE
814,8949247,FALSE POSITIVE,FALSE POSITIVE
815,11336883,CONFIRMED,CANDIDATE
816,11336883,CANDIDATE,CANDIDATE
817,11336883,CANDIDATE,CANDIDATE
818,12506351,FALSE POSITIVE,FALSE POSITIVE
819,7622486,FALSE POSITIVE,FALSE POSITIVE
820,7622486,FALSE POSITIVE,FALSE POSITIVE
821,9705459,CANDIDATE,CANDIDATE
822,8564587,CONFIRMED,CANDIDATE
823,10925104,CONFIRMED,CANDIDATE
824,8564587,CONFIRMED,CANDIDATE
825,8631160,CANDIDATE,CANDIDATE
826,8552498,FALSE POSITIVE,FALSE POSITIVE
827,8806072,CONFIRMED,CANDIDATE
828,4455231,CONFIRMED,CANDIDATE
829,4455231,CONFIRMED,CANDIDATE
830,4285107,FALSE POSITIVE,FALSE POSITIVE
831,4150624,FALSE POSITIVE,FALSE POSITIVE
832,8972058,CONFIRMED,CANDIDATE
833,9346253,FALSE POSITIVE,FALSE POSITIVE
834,9002237,FALSE POSITIVE,FALSE POSITIVE
835,9288786,FALSE POSITIVE,FALSE POSITIVE
836,8958035,FALSE POSITIVE,FALSE POSITIVE
837,9040849,FALSE POSITIVE,FALSE POSITIVE
838,9202151,CANDIDATE,CANDIDATE
839,7842610,FALSE POSITIVE,FALSE POSITIVE
840,7830637,FALSE POSITIVE,FALSE POSITIVE
841,4760746,FALSE POSITIVE,FALSE POSITIVE
842,7832356,CONFIRMED,CANDIDATE
843,9643874,CONFIRMED,CANDIDATE
844,8800954,CONFIRMED,CANDIDATE
845,8583696,CONFIRMED,CANDIDATE
846,8804283,CANDIDATE,CANDIDATE
847,8804283,CANDIDATE,CANDIDATE
848,8552565,FALSE POSITIVE,FALSE POSITIVE
849,4155328,CONFIRMED,CANDIDATE
850,4077526,CONFIRMED,CANDIDATE
851,4077526,CONFIRMED,CANDIDATE
852,4077526,CONFIRMED,CANDIDATE
853,4077526,CANDIDATE,CANDIDATE
854,8937021,FALSE POSITIVE,FALSE POSITIVE
855,8935810,CANDIDATE,CANDIDATE
856,2441495,CONFIRMED,CANDIDATE
857,9455556,CONFIRMED,CANDIDATE
858,9455556,CONFIRMED,CANDIDATE
859,9427402,CANDIDATE,CANDIDATE
860,3732821,CONFIRMED,CANDIDATE
861,3962440,CANDIDATE,CANDIDATE
862,3534076,CANDIDATE,CANDIDATE
863,3962357,CONFIRMED,CANDIDATE
864,9110357,FALSE POSITIVE,FALSE POSITIVE
865,8394721,CONFIRMED,CANDIDATE
866,8609450,CONFIRMED,CANDIDATE
867,6541920,CONFIRMED,CANDIDATE
868,8609450,CONFIRMED,CANDIDATE
869,8609450,CONFIRMED,CANDIDATE
870,8609450,CONFIRMED,CANDIDATE
871,4243911,CONFIRMED,CANDIDATE
872,5177104,CONFIRMED,CANDIDATE
873,4466677,CONFIRMED,CANDIDATE
874,4466677,CANDIDATE,CANDIDATE
875,4466677,CANDIDATE,CANDIDATE
876,4135665,CONFIRMED,CANDIDATE
877,9269281,CANDIDATE,CANDIDATE
878,9100484,CANDIDATE,CANDIDATE
879,9157908,FALSE POSITIVE,FALSE POSITIVE
880,9030447,FALSE POSITIVE,FALSE POSITIVE
881,9034103,CONFIRMED,CANDIDATE
882,9214942,CONFIRMED,CANDIDATE
883,2557430,FALSE POSITIVE,FALSE POSITIVE
884,3858704,FALSE POSITIVE,FALSE POSITIVE
885,3749134,CONFIRMED,CANDIDATE
886,3556220,FALSE POSITIVE,FALSE POSITIVE
887,3660924,CONFIRMED,CANDIDATE
888,3939150,CONFIRMED,CANDIDATE
889,8628758,CONFIRMED,CANDIDATE
890,8628758,CONFIRMED,CANDIDATE
891,8509361,FALSE POSITIVE,FALSE POSITIVE
892,8742590,CANDIDATE,CANDIDATE
893,8822366,CONFIRMED,CANDIDATE
894,8972058,CONFIRMED,CANDIDATE
895,4386059,FALSE POSITIVE,FALSE POSITIVE
896,4650674,CONFIRMED,CANDIDATE
897,4275721,CONFIRMED,CANDIDATE
898,4275721,CONFIRMED,CANDIDATE
899,8874090,CONFIRMED,CANDIDATE
900,11666881,CONFIRMED,CANDIDATE
901,9264949,CONFIRMED,CANDIDATE
902,9271752,CONFIRMED,CANDIDATE
903,9007866,FALSE POSITIVE,FALSE POSITIVE
904,9150827,CANDIDATE,CANDIDATE
905,3939150,CONFIRMED,CANDIDATE
906,3839488,CONFIRMED,CANDIDATE
907,3542588,FALSE POSITIVE,FALSE POSITIVE
908,3442055,CONFIRMED,CANDIDATE
909,3440861,FALSE POSITIVE,FALSE POSITIVE
910,12252424,CONFIRMED,CANDIDATE
911,8700771,CONFIRMED,CANDIDATE
912,10960993,FALSE POSITIVE,FALSE POSITIVE
913,6541920,CONFIRMED,CANDIDATE
914,10599397,FALSE POSITIVE,FALSE POSITIVE
915,10879208,FALSE POSITIVE,FALSE POSITIVE
916,4570931,FALSE POSITIVE,FALSE POSITIVE
917,4136466,CONFIRMED,CANDIDATE
918,7284688,FALSE POSITIVE,FALSE POSITIVE
919,7199774,FALSE POSITIVE,FALSE POSITIVE
920,7037540,FALSE POSITIVE,FALSE POSITIVE
921,6866228,FALSE POSITIVE,FALSE POSITIVE
922,9391208,CONFIRMED,CANDIDATE
923,9391506,CONFIRMED,CANDIDATE
924,8950853,CONFIRMED,CANDIDATE
925,9006449,CONFIRMED,CANDIDATE
926,9006449,CONFIRMED,CANDIDATE
927,9006449,CONFIRMED,CANDIDATE
928,4043190,CONFIRMED,CANDIDATE
929,3640905,CONFIRMED,CANDIDATE
930,3640905,CONFIRMED,CANDIDATE
931,4060815,FALSE POSITIVE,FALSE POSITIVE
932,6613006,FALSE POSITIVE,FALSE POSITIVE
933,6606653,FALSE POSITIVE,FALSE POSITIVE
934,10790387,CONFIRMED,CANDIDATE
935,10748393,FALSE POSITIVE,FALSE POSITIVE
936,10874226,FALSE POSITIVE,FALSE POSITIVE
937,10661771,FALSE POSITIVE,FALSE POSITIVE
938,10924853,FALSE POSITIVE,FALSE POSITIVE
939,10874926,FALSE POSITIVE,FALSE POSITIVE
940,6631721,CANDIDATE,CANDIDATE
941,6847018,FALSE POSITIVE,FALSE POSITIVE
942,7220322,FALSE POSITIVE,FALSE POSITIVE
943,6956233,FALSE POSITIVE,FALSE POSITIVE
944,7303287,CONFIRMED,CANDIDATE
945,7303287,CONFIRMED,CANDIDATE
946,11512246,CONFIRMED,CANDIDATE
947,8916492,FALSE POSITIVE,FALSE POSITIVE
948,11193447,FALSE POSITIVE,FALSE POSITIVE
949,11517719,CONFIRMED,CANDIDATE
950,11599264,FALSE POSITIVE,FALSE POSITIVE
951,11100657,FALSE POSITIVE,FALSE POSITIVE
952,6620003,FALSE POSITIVE,FALSE POSITIVE
953,6621116,FALSE POSITIVE,FALSE POSITIVE
954,6629332,FALSE POSITIVE,FALSE POSITIVE
955,6387450,FALSE POSITIVE,FALSE POSITIVE
956,12252424,CONFIRMED,CANDIDATE
957,6432059,FALSE POSITIVE,FALSE POSITIVE
958,10549562,FALSE POSITIVE,FALSE POSITIVE
959,10874614,CONFIRMED,CANDIDATE
960,6541920,CONFIRMED,CANDIDATE
961,10666230,FALSE POSITIVE,FALSE POSITIVE
962,10971674,CANDIDATE,CANDIDATE
963,6891543,FALSE POSITIVE,FALSE POSITIVE
964,7211141,CONFIRMED,CANDIDATE
965,7363829,CANDIDATE,CANDIDATE
966,6719086,CANDIDATE,CANDIDATE
967,7376983,CANDIDATE,CANDIDATE
968,5084942,CONFIRMED,CANDIDATE
969,11125936,FALSE POSITIVE,FALSE POSITIVE
970,11026304,CANDIDATE,CANDIDATE
971,11342550,CANDIDATE,CANDIDATE
972,11497958,CONFIRMED,CANDIDATE
973,11497958,CONFIRMED,CANDIDATE
974,6462874,FALSE POSITIVE,FALSE POSITIVE
975,6665223,FALSE POSITIVE,FALSE POSITIVE
976,6545358,FALSE POSITIVE,FALSE POSITIVE
977,6390824,FALSE POSITIVE,FALSE POSITIVE
978,6546528,FALSE POSITIVE,FALSE POSITIVE
979,10676923,FALSE POSITIVE,FALSE POSITIVE
980,10604335,CONFIRMED,CANDIDATE
981,10864656,CONFIRMED,CANDIDATE
982,10975146,CONFIRMED,CANDIDATE
983,10538176,CONFIRMED,CANDIDATE
984,7376983,CANDIDATE,CANDIDATE
985,7376983,CANDIDATE,CANDIDATE
986,7376983,CANDIDATE,CANDIDATE
987,6946199,CANDIDATE,CANDIDATE
988,6946199,CANDIDATE,CANDIDATE
989,11497958,CONFIRMED,CANDIDATE
990,11177707,CONFIRMED,CANDIDATE
991,11611600,CONFIRMED,CANDIDATE
992,11254382,CONFIRMED,CANDIDATE
993,11122894,CONFIRMED,CANDIDATE
994,6677841,CONFIRMED,FALSE POSITIVE
995,6677841,CONFIRMED,FALSE POSITIVE
996,6677841,CONFIRMED,CANDIDATE
997,9970525,FALSE POSITIVE,FALSE POSITIVE
998,6531491,FALSE POSITIVE,FALSE POSITIVE
999,6383821,CONFIRMED,CANDIDATE
1000,10538176,CONFIRMED,CANDIDATE
1001,10724369,CONFIRMED,CANDIDATE
1002,6541920,CONFIRMED,CANDIDATE
1003,10867062,CANDIDATE,CANDIDATE
1004,10744335,CONFIRMED,CANDIDATE
1005,4860678,CANDIDATE,CANDIDATE
1006,7023960,FALSE POSITIVE,FALSE POSITIVE
1007,10033279,FALSE POSITIVE,FALSE POSITIVE
1008,5009189,FALSE POSITIVE,FALSE POSITIVE
1009,8230616,CONFIRMED,CANDIDATE
1010,9836959,CANDIDATE,CANDIDATE
1011,9838949,CONFIRMED,CANDIDATE
1012,9895006,CONFIRMED,CANDIDATE
1013,9896558,CONFIRMED,CANDIDATE
1014,9589323,CONFIRMED,CANDIDATE
1015,9823487,CANDIDATE,CANDIDATE
1016,9602514,FALSE POSITIVE,FALSE POSITIVE
1017,9726659,CONFIRMED,CANDIDATE
1018,12108312,FALSE POSITIVE,FALSE POSITIVE
1019,5371776,CONFIRMED,CANDIDATE
1020,5371776,CONFIRMED,CANDIDATE
1021,5371776,CONFIRMED,CANDIDATE
1022,9573539,CONFIRMED,CANDIDATE
1023,5371776,CONFIRMED,CANDIDATE
1024,9886661,CONFIRMED,CANDIDATE
1025,5477805,FALSE POSITIVE,FALSE POSITIVE
1026,10055126,CONFIRMED,CANDIDATE
1027,10055126,CONFIRMED,CANDIDATE
1028,5009743,CONFIRMED,CANDIDATE
1029,10015937,CANDIDATE,CANDIDATE
1030,10019065,CONFIRMED,CANDIDATE
1031,7950644,CONFIRMED,CANDIDATE
1032,10080248,CONFIRMED,CANDIDATE
1033,10213902,CONFIRMED,CANDIDATE
1034,9842906,FALSE POSITIVE,FALSE POSITIVE
1035,11821363,CANDIDATE,CANDIDATE
1036,7629518,CONFIRMED,CANDIDATE
1037,10810838,CONFIRMED,CANDIDATE
1038,4828341,FALSE POSITIVE,FALSE POSITIVE
1039,10019763,FALSE POSITIVE,FALSE POSITIVE
1040,9899280,FALSE POSITIVE,FALSE POSITIVE
1041,8046659,FALSE POSITIVE,FALSE POSITIVE
1042,4940438,FALSE POSITIVE,FALSE POSITIVE
1043,5308663,FALSE POSITIVE,FALSE POSITIVE
1044,5474733,FALSE POSITIVE,FALSE POSITIVE
1045,10963065,CONFIRMED,CANDIDATE
1046,6268648,CONFIRMED,CANDIDATE
1047,10125352,FALSE POSITIVE,FALSE POSITIVE
1048,5357901,CONFIRMED,CANDIDATE
1049,4278221,CONFIRMED,CANDIDATE
1050,10214162,CONFIRMED,CANDIDATE
1051,10905746,CONFIRMED,CANDIDATE
1052,8242434,CONFIRMED,CANDIDATE
1053,6185331,CONFIRMED,CANDIDATE
1054,11820830,CANDIDATE,CANDIDATE
1055,11774387,FALSE POSITIVE,FALSE POSITIVE
1056,9636135,CONFIRMED,CANDIDATE
1057,9636135,CANDIDATE,CANDIDATE
1058,7841925,CONFIRMED,CANDIDATE
1059,7841925,CANDIDATE,CANDIDATE
1060,5219234,CONFIRMED,CANDIDATE
1061,5219234,CONFIRMED,CANDIDATE
1062,5219234,CANDIDATE,CANDIDATE
1063,5219234,CONFIRMED,CANDIDATE
1064,6470149,CANDIDATE,CANDIDATE
1065,12504988,FALSE POSITIVE,FALSE POSITIVE
1066,9015738,CONFIRMED,CANDIDATE
1067,7215603,CONFIRMED,CANDIDATE
1068,4276716,CANDIDATE,CANDIDATE
1069,5561278,CONFIRMED,CANDIDATE
1070,7287683,CANDIDATE,CANDIDATE
1071,6387542,CONFIRMED,CANDIDATE
1072,8266276,CANDIDATE,CANDIDATE
1073,6869184,CONFIRMED,CANDIDATE
1074,10799735,FALSE POSITIVE,FALSE POSITIVE
1075,9719634,FALSE POSITIVE,FALSE POSITIVE
1076,7439316,CONFIRMED,CANDIDATE
1077,12061238,FALSE POSITIVE,FALSE POSITIVE
1078,8323753,FALSE POSITIVE,FALSE POSITIVE
1079,12400538,CONFIRMED,CANDIDATE
1080,5184584,CONFIRMED,CANDIDATE
1081,5636648,FALSE POSITIVE,FALSE POSITIVE
1082,5564247,FALSE POSITIVE,FALSE POSITIVE
1083,5438099,CONFIRMED,CANDIDATE
1084,5438099,CONFIRMED,CANDIDATE
1085,6543893,CONFIRMED,CANDIDATE
1086,6543893,CANDIDATE,CANDIDATE
1087,6975129,CONFIRMED,CANDIDATE
1088,11391018,CONFIRMED,CANDIDATE
1089,8685497,CONFIRMED,CANDIDATE
1090,4365645,CANDIDATE,CANDIDATE
1091,7199906,CANDIDATE,CANDIDATE
1092,8197343,CONFIRMED,CANDIDATE
1093,7032421,CANDIDATE,CANDIDATE
1094,6786348,CONFIRMED,CANDIDATE
1095,9641018,FALSE POSITIVE,FALSE POSITIVE
1096,9813499,CONFIRMED,CANDIDATE
1097,12254792,CONFIRMED,CANDIDATE
1098,12020218,CONFIRMED,CANDIDATE
1099,7690844,CONFIRMED,CANDIDATE
1100,9535080,FALSE POSITIVE,FALSE POSITIVE
1101,5438099,CONFIRMED,CANDIDATE
1102,5438099,CONFIRMED,CANDIDATE
1103,5210475,FALSE POSITIVE,FALSE POSITIVE
1104,8009350,CONFIRMED,CANDIDATE
1105,8082001,CONFIRMED,CANDIDATE
1106,9017682,CANDIDATE,CANDIDATE
1107,9277896,CONFIRMED,CANDIDATE
1108,9401997,CONFIRMED,CANDIDATE
1109,10686864,CONFIRMED,CANDIDATE
1110,10749128,CANDIDATE,CANDIDATE
1111,11904734,CANDIDATE,CANDIDATE
1112,8043714,FALSE POSITIVE,FALSE POSITIVE
1113,7918217,FALSE POSITIVE,FALSE POSITIVE
1114,10153011,FALSE POSITIVE,FALSE POSITIVE
1115,9631995,CONFIRMED,CANDIDATE
1116,11870545,CANDIDATE,CANDIDATE
1117,7901948,CONFIRMED,CANDIDATE
1118,11955499,FALSE POSITIVE,FALSE POSITIVE
1119,6442377,CONFIRMED,CANDIDATE
1120,9784222,FALSE POSITIVE,FALSE POSITIVE
1121,5376836,CANDIDATE,CANDIDATE
1122,5557821,FALSE POSITIVE,FALSE POSITIVE
1123,10004519,CONFIRMED,CANDIDATE
1124,5031857,CANDIDATE,CANDIDATE
1125,5031857,CANDIDATE,CANDIDATE
1126,10879038,CONFIRMED,CANDIDATE
1127,10990917,CONFIRMED,CANDIDATE
1128,11043136,FALSE POSITIVE,FALSE POSITIVE
1129,11046025,CANDIDATE,CANDIDATE
1130,5771719,FALSE POSITIVE,FALSE POSITIVE
1131,9729691,CONFIRMED,CANDIDATE
1132,4950232,FALSE POSITIVE,FALSE POSITIVE
1133,10904857,CONFIRMED,CANDIDATE
1134,8651389,CANDIDATE,CANDIDATE
1135,9520668,FALSE POSITIVE,FALSE POSITIVE
1136,7871954,CONFIRMED,CANDIDATE
1137,7871954,CONFIRMED,CANDIDATE
1138,12418724,CONFIRMED,CANDIDATE
1139,7456001,CONFIRMED,CANDIDATE
1140,10028792,CONFIRMED,CANDIDATE
1141,10028792,CONFIRMED,FALSE POSITIVE
1142,10028792,CANDIDATE,CANDIDATE
1143,5553652,FALSE POSITIVE,FALSE POSITIVE
1144,5299459,CONFIRMED,CANDIDATE
1145,11153121,CONFIRMED,CANDIDATE
1146,11153121,CONFIRMED,CANDIDATE
1147,11153121,CANDIDATE,CANDIDATE
1148,11177543,CANDIDATE,CANDIDATE
1149,11337141,CANDIDATE,CANDIDATE
1150,6705142,CANDIDATE,CANDIDATE
1151,3967760,CONFIRMED,CANDIDATE
1152,3967760,CONFIRMED,CANDIDATE
1153,4067336,CANDIDATE,CANDIDATE
1154,5387843,FALSE POSITIVE,FALSE POSITIVE
1155,7549209,CONFIRMED,CANDIDATE
1156,7663405,CONFIRMED,CANDIDATE
1157,9765975,CONFIRMED,CANDIDATE
1158,9818462,CONFIRMED,CANDIDATE
1159,6803202,CANDIDATE,CANDIDATE
1160,5299459,CONFIRMED,CANDIDATE
