rowid,kepid,koi_disposition,koi_pdisposition
2952,9478990,CONFIRMED,CANDIDATE
2953,9597411,FALSE POSITIVE,FALSE POSITIVE
2954,6850504,CONFIRMED,CANDIDATE
2955,8609450,FALSE POSITIVE,FALSE POSITIVE
2956,10934674,CONFIRMED,CANDIDATE
2957,10990886,CONFIRMED,CANDIDATE
2958,11015323,CONFIRMED,CANDIDATE
2959,11134879,CONFIRMED,CANDIDATE
2960,11192998,CONFIRMED,CANDIDATE
2961,9334893,CANDIDATE,CANDIDATE
2962,8934495,CANDIDATE,CANDIDATE
2963,9119458,FALSE POSITIVE,FALSE POSITIVE
2964,5866724,CONFIRMED,CANDIDATE
2965,9157634,CONFIRMED,CANDIDATE
2966,9636569,FALSE POSITIVE,FALSE POSITIVE
2967,12406807,CANDIDATE,CANDIDATE
2968,8565266,CONFIRMED,CANDIDATE
2969,8616637,CONFIRMED,CANDIDATE
2970,8616637,CONFIRMED,CANDIDATE
2971,8625925,CONFIRMED,CANDIDATE
2972,8822216,CONFIRMED,CANDIDATE
2973,4548011,CANDIDATE,CANDIDATE
2974,9967884,FALSE POSITIVE,FALSE POSITIVE
2975,10016874,CANDIDATE,CANDIDATE
2976,10189546,CANDIDATE,CANDIDATE
2977,10189546,CONFIRMED,CANDIDATE
2978,10189546,CONFIRMED,CANDIDATE
2979,10748393,FALSE POSITIVE,FALSE POSITIVE
2980,11192998,CONFIRMED,CANDIDATE
2981,11192998,CONFIRMED,CANDIDATE
2982,8823868,FALSE POSITIVE,FALSE POSITIVE
2983,11255761,FALSE POSITIVE,FALSE POSITIVE
2984,11497977,CONFIRMED,CANDIDATE
2985,9941859,CONFIRMED,CANDIDATE
2986,9941859,CONFIRMED,CANDIDATE
2987,9941859,CONFIRMED,CANDIDATE
2988,10068030,FALSE POSITIVE,FALSE POSITIVE
2989,10266615,CONFIRMED,CANDIDATE
2990,6444896,FALSE POSITIVE,FALSE POSITIVE
2991,10395543,CANDIDATE,CANDIDATE
2992,8822216,CONFIRMED,CANDIDATE
2993,9020160,CONFIRMED,CANDIDATE
2994,7941200,CANDIDATE,CANDIDATE
2995,9020160,CONFIRMED,CANDIDATE
2996,9020160,CONFIRMED,CANDIDATE
2997,10418224,CONFIRMED,CANDIDATE
2998,10616679,CONFIRMED,CANDIDATE
2999,10717241,CONFIRMED,CANDIDATE
3000,10717241,CANDIDATE,CANDIDATE
3001,7303287,CANDIDATE,CANDIDATE
3002,10843590,CONFIRMED,CANDIDATE
3003,6850504,CONFIRMED,CANDIDATE
3004,12061222,CONFIRMED,CANDIDATE
3005,12316431,FALSE POSITIVE,FALSE POSITIVE
3006,12404305,CONFIRMED,CANDIDATE
3007,10212441,FALSE POSITIVE,FALSE POSITIVE
3008,12834874,CONFIRMED,CANDIDATE
3009,2557816,CONFIRMED,CANDIDATE
3010,10454313,CONFIRMED,CANDIDATE
3011,10513530,CONFIRMED,CANDIDATE
3012,5866724,CONFIRMED,CANDIDATE
3013,8121310,CANDIDATE,CANDIDATE
3014,10513530,CANDIDATE,CANDIDATE
3015,10554999,CONFIRMED,CANDIDATE
3016,9076513,CONFIRMED,CANDIDATE
3017,9146018,CONFIRMED,CANDIDATE
3018,9146018,CONFIRMED,CANDIDATE
3019,11615258,FALSE POSITIVE,FALSE POSITIVE
3020,9146018,CONFIRMED,CANDIDATE
3021,9279669,CONFIRMED,CANDIDATE
3022,10843590,CONFIRMED,CANDIDATE
3023,10858832,CONFIRMED,CANDIDATE
3024,10937029,CONFIRMED,CANDIDATE
3025,11599038,FALSE POSITIVE,FALSE POSITIVE
3026,10937029,CONFIRMED,CANDIDATE
3027,11656302,FALSE POSITIVE,FALSE POSITIVE
3028,2576197,FALSE POSITIVE,FALSE POSITIVE
3029,2576197,FALSE POSITIVE,FALSE POSITIVE
3030,3239945,CONFIRMED,CANDIDATE
3031,10387742,FALSE POSITIVE,FALSE POSITIVE
3032,10187017,CONFIRMED,CANDIDATE
3033,3239945,CONFIRMED,FALSE POSITIVE
3034,10554999,CONFIRMED,CANDIDATE
3035,10873260,CONFIRMED,CANDIDATE
3036,10965008,CONFIRMED,CANDIDATE
3037,11073351,CONFIRMED,CANDIDATE
3038,11090765,CONFIRMED,CANDIDATE
3039,11246364,FALSE POSITIVE,FALSE POSITIVE
3040,9570741,CONFIRMED,CANDIDATE
3041,9607164,CONFIRMED,CANDIDATE
3042,9631762,CONFIRMED,CANDIDATE
3043,6462863,CONFIRMED,CANDIDATE
3044,9782691,CONFIRMED,CANDIDATE
3045,11709124,CONFIRMED,CANDIDATE
3046,11709124,CANDIDATE,CANDIDATE
3047,11805075,CANDIDATE,CANDIDATE
3048,11599038,FALSE POSITIVE,FALSE POSITIVE
3049,11824222,FALSE POSITIVE,FALSE POSITIVE
3050,12302530,CONFIRMED,CANDIDATE
3051,11904151,CONFIRMED,FALSE POSITIVE
3052,3239945,CONFIRMED,CANDIDATE
3053,3239945,CONFIRMED,CANDIDATE
3054,3541800,FALSE POSITIVE,FALSE POSITIVE
3055,3559935,CONFIRMED,CANDIDATE
3056,3834360,FALSE POSITIVE,FALSE POSITIVE
3057,3966801,CONFIRMED,CANDIDATE
3058,11521048,FALSE POSITIVE,FALSE POSITIVE
3059,11656721,CONFIRMED,CANDIDATE
3060,11853905,CONFIRMED,CANDIDATE
3061,5866724,CONFIRMED,CANDIDATE
3062,11669239,CONFIRMED,CANDIDATE
3063,11669239,CONFIRMED,CANDIDATE
3064,10600261,CONFIRMED,CANDIDATE
3065,10656823,CONFIRMED,CANDIDATE
3066,8435232,FALSE POSITIVE,FALSE POSITIVE
3067,10656823,CONFIRMED,CANDIDATE
3068,10676824,CANDIDATE,CANDIDATE
3069,10718726,CONFIRMED,CANDIDATE
3070,12302530,CONFIRMED,CANDIDATE
3071,12470954,CONFIRMED,CANDIDATE
3072,6268648,CANDIDATE,CANDIDATE
3073,2438264,CONFIRMED,CANDIDATE
3074,2438264,CONFIRMED,CANDIDATE
3075,3340312,FALSE POSITIVE,FALSE POSITIVE
3076,4049108,FALSE POSITIVE,FALSE POSITIVE
3077,4454752,CONFIRMED,CANDIDATE
3078,8212002,CANDIDATE,CANDIDATE
3079,4757437,CONFIRMED,CANDIDATE
3080,10187017,CONFIRMED,CANDIDATE
3081,4757437,CONFIRMED,CANDIDATE
3082,11823054,CONFIRMED,CANDIDATE
3083,11823054,CONFIRMED,CANDIDATE
3084,7017274,CANDIDATE,CANDIDATE
3085,11913012,FALSE POSITIVE,FALSE POSITIVE
3086,11972666,FALSE POSITIVE,FALSE POSITIVE
3087,12058931,CONFIRMED,CANDIDATE
3088,9782691,CONFIRMED,CANDIDATE
3089,9886221,FALSE POSITIVE,FALSE POSITIVE
3090,12366084,CANDIDATE,CANDIDATE
3091,9957627,CANDIDATE,CANDIDATE
3092,9958962,CONFIRMED,CANDIDATE
3093,9958962,CONFIRMED,CANDIDATE
3094,3745690,CONFIRMED,CANDIDATE
3095,3745690,CONFIRMED,CANDIDATE
3096,9872283,CANDIDATE,CANDIDATE
3097,3745690,CONFIRMED,CANDIDATE
3098,3833007,CONFIRMED,CANDIDATE
3099,3847138,CONFIRMED,CANDIDATE
3100,4833135,FALSE POSITIVE,FALSE POSITIVE
3101,4847534,CONFIRMED,CANDIDATE
3102,4852528,CONFIRMED,CANDIDATE
3103,4852528,CONFIRMED,CANDIDATE
3104,4852528,CONFIRMED,CANDIDATE
3105,4852528,CONFIRMED,CANDIDATE
3106,12058931,CONFIRMED,CANDIDATE
3107,12116489,CONFIRMED,CANDIDATE
3108,12600735,CONFIRMED,CANDIDATE
3109,10593626,CONFIRMED,CANDIDATE
3110,3437776,FALSE POSITIVE,FALSE POSITIVE
3111,9958962,CANDIDATE,CANDIDATE
3112,10294465,FALSE POSITIVE,FALSE POSITIVE
3113,10388286,CONFIRMED,CANDIDATE
3114,10600261,CONFIRMED,CANDIDATE
3115,6462863,CONFIRMED,CANDIDATE
3116,10600261,CONFIRMED,CANDIDATE
3117,11904151,CONFIRMED,CANDIDATE
3118,4384675,FALSE POSITIVE,FALSE POSITIVE
3119,4633570,CONFIRMED,CANDIDATE
3120,4633570,CONFIRMED,CANDIDATE
3121,5021176,FALSE POSITIVE,FALSE POSITIVE
3122,5640085,CONFIRMED,CANDIDATE
3123,5640085,CONFIRMED,FALSE POSITIVE
3124,4852528,CONFIRMED,CANDIDATE
3125,4951877,CANDIDATE,CANDIDATE
3126,5282051,FALSE POSITIVE,FALSE POSITIVE
3127,10187017,CONFIRMED,CANDIDATE
3128,5340644,CONFIRMED,CANDIDATE
3129,3437776,FALSE POSITIVE,FALSE POSITIVE
3130,4165473,CONFIRMED,CANDIDATE
3131,4270253,CONFIRMED,CANDIDATE
3132,5544450,CANDIDATE,CANDIDATE
3133,4270253,CONFIRMED,CANDIDATE
3134,5122112,FALSE POSITIVE,FALSE POSITIVE
3135,10973664,CONFIRMED,CANDIDATE
3136,10973664,CANDIDATE,CANDIDATE
3137,10973664,CONFIRMED,CANDIDATE
3138,12459913,CONFIRMED,CANDIDATE
3139,6462863,CONFIRMED,CANDIDATE
3140,5779852,FALSE POSITIVE,FALSE POSITIVE
3141,6042214,FALSE POSITIVE,FALSE POSITIVE
3142,6200715,FALSE POSITIVE,FALSE POSITIVE
3143,6291033,CONFIRMED,CANDIDATE
3144,6889235,FALSE POSITIVE,FALSE POSITIVE
3145,6758917,FALSE POSITIVE,FALSE POSITIVE
3146,5461440,CONFIRMED,CANDIDATE
3147,5689351,CONFIRMED,CANDIDATE
3148,6779260,CANDIDATE,CANDIDATE
3149,5689351,CONFIRMED,CANDIDATE
3150,5689351,CONFIRMED,CANDIDATE
3151,5689351,CONFIRMED,CANDIDATE
3152,5303551,FALSE POSITIVE,FALSE POSITIVE
3153,5443837,CANDIDATE,CANDIDATE
3154,7692093,FALSE POSITIVE,FALSE POSITIVE
3155,5709725,CONFIRMED,CANDIDATE
3156,5709725,CANDIDATE,CANDIDATE
3157,7700871,FALSE POSITIVE,FALSE POSITIVE
3158,9946525,CONFIRMED,CANDIDATE
3159,9946525,CONFIRMED,CANDIDATE
3160,2716853,FALSE POSITIVE,FALSE POSITIVE
3161,9946525,CONFIRMED,CANDIDATE
3162,7289157,FALSE POSITIVE,FALSE POSITIVE
3163,2695110,FALSE POSITIVE,FALSE POSITIVE
3164,7098355,CONFIRMED,CANDIDATE
3165,7101828,FALSE POSITIVE,FALSE POSITIVE
3166,2832589,CANDIDATE,CANDIDATE
3167,7269974,CONFIRMED,CANDIDATE
3168,7269974,CONFIRMED,CANDIDATE
3169,7440748,CONFIRMED,CANDIDATE
3170,5689351,CONFIRMED,CANDIDATE
3171,5780715,CANDIDATE,CANDIDATE
3172,10793172,CANDIDATE,CANDIDATE
3173,5812960,CONFIRMED,CANDIDATE
3174,6266741,CONFIRMED,CANDIDATE
3175,10187017,CONFIRMED,CANDIDATE
3176,5738496,FALSE POSITIVE,FALSE POSITIVE
3177,5774349,CONFIRMED,CANDIDATE
3178,10285631,CANDIDATE,CANDIDATE
3179,5978361,CANDIDATE,CANDIDATE
3180,6422367,FALSE POSITIVE,FALSE POSITIVE
3181,6501635,CONFIRMED,CANDIDATE
3182,3217264,CONFIRMED,CANDIDATE
3183,3217264,CONFIRMED,CANDIDATE
3184,8554498,CANDIDATE,CANDIDATE
3185,6850504,CONFIRMED,CANDIDATE
3186,3217264,CONFIRMED,CANDIDATE
3187,3342592,FALSE POSITIVE,FALSE POSITIVE
3188,7440748,CONFIRMED,CANDIDATE
3189,7504328,CANDIDATE,CANDIDATE
3190,8219268,FALSE POSITIVE,FALSE POSITIVE
3191,7977197,CONFIRMED,CANDIDATE
3192,7977197,CONFIRMED,CANDIDATE
3193,7199397,CANDIDATE,CANDIDATE
3194,6266741,CONFIRMED,CANDIDATE
3195,6381846,CONFIRMED,CANDIDATE
3196,4367854,FALSE POSITIVE,FALSE POSITIVE
3197,6381846,CONFIRMED,CANDIDATE
3198,6381846,CONFIRMED,FALSE POSITIVE
3199,6422155,CONFIRMED,CANDIDATE
3200,6665695,CONFIRMED,CANDIDATE
3201,6707833,CONFIRMED,CANDIDATE
3202,9785921,FALSE POSITIVE,FALSE POSITIVE
3203,6786037,CONFIRMED,CANDIDATE
3204,6786037,CONFIRMED,CANDIDATE
3205,6786037,CONFIRMED,CANDIDATE
3206,4247092,FALSE POSITIVE,FALSE POSITIVE
3207,4949751,FALSE POSITIVE,FALSE POSITIVE
3208,10157458,CANDIDATE,CANDIDATE
3209,5003117,FALSE POSITIVE,FALSE POSITIVE
3210,5035972,FALSE POSITIVE,FALSE POSITIVE
3211,5218441,FALSE POSITIVE,FALSE POSITIVE
3212,5351250,CONFIRMED,CANDIDATE
3213,8043638,CONFIRMED,CANDIDATE
3214,8261920,CANDIDATE,CANDIDATE
3215,8621348,FALSE POSITIVE,FALSE POSITIVE
3216,8773869,FALSE POSITIVE,FALSE POSITIVE
3217,8845205,CONFIRMED,CANDIDATE
3218,8890783,CONFIRMED,CANDIDATE
3219,8890783,CONFIRMED,CANDIDATE
3220,6716545,CANDIDATE,CANDIDATE
3221,6422155,CONFIRMED,CANDIDATE
3222,6422155,CONFIRMED,CANDIDATE
3223,6422155,CONFIRMED,CANDIDATE
3224,6451936,CONFIRMED,CANDIDATE
3225,6451936,CONFIRMED,CANDIDATE
3226,1723078,CANDIDATE,CANDIDATE
3227,8056665,CONFIRMED,CANDIDATE
3228,7025846,FALSE POSITIVE,FALSE POSITIVE
3229,7119481,CONFIRMED,CANDIDATE
3230,7445445,CONFIRMED,CANDIDATE
3231,7445445,CONFIRMED,CANDIDATE
3232,8397947,FALSE POSITIVE,FALSE POSITIVE
3233,5351250,CONFIRMED,CANDIDATE
3234,5351250,CONFIRMED,CANDIDATE
3235,6850504,CONFIRMED,CANDIDATE
3236,5351250,CONFIRMED,CANDIDATE
3237,5444548,CONFIRMED,CANDIDATE
3238,10187017,CANDIDATE,CANDIDATE
3239,8891318,FALSE POSITIVE,FALSE POSITIVE
3240,9008220,FALSE POSITIVE,FALSE POSITIVE
3241,9583881,CONFIRMED,CANDIDATE
3242,9589524,CONFIRMED,CANDIDATE
3243,9955262,FALSE POSITIVE,FALSE POSITIVE
3244,8019043,FALSE POSITIVE,FALSE POSITIVE
3245,10187017,CONFIRMED,CANDIDATE
3246,6838050,CONFIRMED,CANDIDATE
3247,6937692,CONFIRMED,CANDIDATE
3248,7602070,FALSE POSITIVE,FALSE POSITIVE
3249,7812179,FALSE POSITIVE,FALSE POSITIVE
3250,1868404,FALSE POSITIVE,FALSE POSITIVE
3251,7445445,CONFIRMED,CANDIDATE
3252,7595157,CONFIRMED,CANDIDATE
3253,7595157,CONFIRMED,CANDIDATE
3254,8008206,CONFIRMED,CANDIDATE
3255,8008206,CONFIRMED,CANDIDATE
3256,7906892,CANDIDATE,CANDIDATE
3257,5449777,FALSE POSITIVE,FALSE POSITIVE
3258,5478055,FALSE POSITIVE,FALSE POSITIVE
3259,5683743,CONFIRMED,CANDIDATE
3260,5791986,CONFIRMED,CANDIDATE
3261,5791986,CONFIRMED,CANDIDATE
3262,8320630,CANDIDATE,CANDIDATE
3263,9703198,CANDIDATE,CANDIDATE
3264,9844088,CONFIRMED,CANDIDATE
3265,10019643,CONFIRMED,CANDIDATE
3266,10019643,CONFIRMED,CANDIDATE
3267,10123064,CONFIRMED,CANDIDATE
3268,5653126,FALSE POSITIVE,FALSE POSITIVE
3269,7840044,FALSE POSITIVE,FALSE POSITIVE
3270,8015907,CONFIRMED,CANDIDATE
3271,8017703,CONFIRMED,CANDIDATE
3272,8017703,CONFIRMED,CANDIDATE
3273,8017703,CONFIRMED,CANDIDATE
3274,1995712,FALSE POSITIVE,FALSE POSITIVE
3275,8106610,FALSE POSITIVE,FALSE POSITIVE
3276,8056665,CANDIDATE,CANDIDATE
3277,8120608,CONFIRMED,CANDIDATE
3278,8120608,CONFIRMED,CANDIDATE
3279,8120608,CONFIRMED,CANDIDATE
3280,5872150,FALSE POSITIVE,FALSE POSITIVE
3281,5872150,FALSE POSITIVE,FALSE POSITIVE
3282,6289650,CANDIDATE,CANDIDATE
3283,6850504,CONFIRMED,CANDIDATE
3284,6508221,CONFIRMED,CANDIDATE
3285,11135694,CANDIDATE,CANDIDATE
3286,10155434,CANDIDATE,CANDIDATE
3287,10460984,CONFIRMED,CANDIDATE
3288,10460984,CONFIRMED,CANDIDATE
3289,10460984,CANDIDATE,CANDIDATE
3290,10460984,CONFIRMED,CANDIDATE
3291,6436505,FALSE POSITIVE,FALSE POSITIVE
3292,8022244,CONFIRMED,CANDIDATE
3293,2571238,CONFIRMED,CANDIDATE
3294,8022244,CONFIRMED,CANDIDATE
3295,8037145,CONFIRMED,CANDIDATE
3296,8037145,CONFIRMED,CANDIDATE
3297,2140389,FALSE POSITIVE,FALSE POSITIVE
3298,8193178,CONFIRMED,CANDIDATE
3299,8193178,CONFIRMED,CANDIDATE
3300,8344004,CONFIRMED,CANDIDATE
3301,8344004,CONFIRMED,CANDIDATE
3302,8355239,CONFIRMED,CANDIDATE
3303,8216763,CANDIDATE,CANDIDATE
3304,6508221,CONFIRMED,CANDIDATE
3305,6879865,FALSE POSITIVE,FALSE POSITIVE
3306,7975727,FALSE POSITIVE,FALSE POSITIVE
3307,8219673,FALSE POSITIVE,FALSE POSITIVE
3308,8352537,CONFIRMED,CANDIDATE
3309,3758499,CANDIDATE,CANDIDATE
3310,3248033,FALSE POSITIVE,FALSE POSITIVE
3311,9552608,FALSE POSITIVE,FALSE POSITIVE
3312,10577994,CONFIRMED,CANDIDATE
3313,10577994,CONFIRMED,CANDIDATE
3314,10599206,CONFIRMED,CANDIDATE
3315,10068383,FALSE POSITIVE,FALSE POSITIVE
3316,10157573,CANDIDATE,CANDIDATE
3317,10191070,FALSE POSITIVE,FALSE POSITIVE
3318,10221013,CANDIDATE,CANDIDATE
3319,10225800,FALSE POSITIVE,FALSE POSITIVE
3320,10227020,CONFIRMED,CANDIDATE
3321,4563268,CONFIRMED,CANDIDATE
3322,4644604,CONFIRMED,CANDIDATE
3323,4656049,CONFIRMED,CANDIDATE
3324,4659405,FALSE POSITIVE,FALSE POSITIVE
3325,7941635,FALSE POSITIVE,FALSE POSITIVE
3326,4742414,CONFIRMED,CANDIDATE
3327,7619236,CANDIDATE,CANDIDATE
3328,7630229,CANDIDATE,CANDIDATE
3329,7730747,CANDIDATE,CANDIDATE
3330,7764367,CONFIRMED,CANDIDATE
3331,9024857,FALSE POSITIVE,FALSE POSITIVE
3332,7906882,CANDIDATE,CANDIDATE
3333,7976520,CANDIDATE,CANDIDATE
3334,10227020,CONFIRMED,CANDIDATE
3335,10227020,CONFIRMED,CANDIDATE
3336,6678383,CONFIRMED,CANDIDATE
3337,2302997,CANDIDATE,CANDIDATE
3338,10227020,CONFIRMED,CANDIDATE
3339,10259031,FALSE POSITIVE,FALSE POSITIVE
3340,8505215,CANDIDATE,CANDIDATE
3341,4827723,CONFIRMED,CANDIDATE
3342,4841374,CONFIRMED,CANDIDATE
3343,2708156,FALSE POSITIVE,FALSE POSITIVE
3344,4861736,FALSE POSITIVE,FALSE POSITIVE
3345,5020319,CANDIDATE,CANDIDATE
3346,5090690,FALSE POSITIVE,FALSE POSITIVE
3347,8161561,CONFIRMED,CANDIDATE
3348,8361905,CONFIRMED,CANDIDATE
3349,12116489,CANDIDATE,CANDIDATE
3350,8409588,FALSE POSITIVE,FALSE POSITIVE
3351,8480285,CANDIDATE,CANDIDATE
3352,8480285,CONFIRMED,CANDIDATE
3353,10265898,CONFIRMED,CANDIDATE
3354,10265898,CANDIDATE,CANDIDATE
3355,10265898,CANDIDATE,CANDIDATE
3356,10271806,CONFIRMED,CANDIDATE
3357,10271806,CONFIRMED,CANDIDATE
3358,5098444,FALSE POSITIVE,FALSE POSITIVE
3359,5113822,CONFIRMED,CANDIDATE
3360,5113822,CONFIRMED,CANDIDATE
3361,5120087,CONFIRMED,CANDIDATE
3362,5121511,CONFIRMED,CANDIDATE
3363,8557374,CONFIRMED,CANDIDATE
3364,8557374,CONFIRMED,CANDIDATE
3365,8738735,CONFIRMED,CANDIDATE
3366,8738735,CONFIRMED,CANDIDATE
3367,8802165,CONFIRMED,CANDIDATE
3368,10271806,CONFIRMED,CANDIDATE
3369,10271806,CONFIRMED,CANDIDATE
3370,5351250,FALSE POSITIVE,FALSE POSITIVE
3371,10272442,CONFIRMED,CANDIDATE
3372,10984090,CONFIRMED,CANDIDATE
3373,10272442,CANDIDATE,CANDIDATE
3374,4055765,CANDIDATE,CANDIDATE
3375,5131180,CANDIDATE,CANDIDATE
3376,5181817,FALSE POSITIVE,FALSE POSITIVE
3377,5309353,FALSE POSITIVE,FALSE POSITIVE
3378,5356593,FALSE POSITIVE,FALSE POSITIVE
3379,8805348,CONFIRMED,CANDIDATE
3380,8869680,CANDIDATE,CANDIDATE
3381,10843431,CANDIDATE,CANDIDATE
3382,8878187,CONFIRMED,CANDIDATE
3383,4914423,CONFIRMED,CANDIDATE
3384,8891278,FALSE POSITIVE,FALSE POSITIVE
3385,10287242,CANDIDATE,CANDIDATE
3386,10340423,CONFIRMED,CANDIDATE
3387,10340423,CONFIRMED,CANDIDATE
3388,10345478,FALSE POSITIVE,FALSE POSITIVE
3389,10358759,CONFIRMED,CANDIDATE
3390,5374854,CONFIRMED,CANDIDATE
3391,5374854,CANDIDATE,CANDIDATE
3392,5384802,FALSE POSITIVE,FALSE POSITIVE
3393,5531694,CONFIRMED,CANDIDATE
3394,5596440,FALSE POSITIVE,FALSE POSITIVE
3395,8908102,FALSE POSITIVE,FALSE POSITIVE
3396,8962094,CONFIRMED,CANDIDATE
3397,8962094,CONFIRMED,CANDIDATE
3398,8962094,CONFIRMED,CANDIDATE
3399,8962094,CONFIRMED,CANDIDATE
3400,10358759,CONFIRMED,CANDIDATE
3401,10386984,CONFIRMED,CANDIDATE
3402,9588822,CANDIDATE,CANDIDATE
3403,10395381,CONFIRMED,CANDIDATE
3404,10418797,FALSE POSITIVE,FALSE POSITIVE
3405,5613330,CONFIRMED,CANDIDATE
3406,8456679,CANDIDATE,CANDIDATE
3407,5786676,CANDIDATE,CANDIDATE
3408,5796186,FALSE POSITIVE,FALSE POSITIVE
3409,5796675,CONFIRMED,CANDIDATE
3410,9002278,CONFIRMED,CANDIDATE
3411,12306808,FALSE POSITIVE,FALSE POSITIVE
3412,9002278,CONFIRMED,CANDIDATE
3413,9002278,CONFIRMED,CANDIDATE
3414,9053112,FALSE POSITIVE,FALSE POSITIVE
3415,4914423,CONFIRMED,CANDIDATE
3416,9162741,FALSE POSITIVE,FALSE POSITIVE
3417,5893123,FALSE POSITIVE,FALSE POSITIVE
3418,5941160,CONFIRMED,CANDIDATE
3419,5941160,CONFIRMED,CANDIDATE
3420,5966154,CONFIRMED,CANDIDATE
3421,5966154,CONFIRMED,CANDIDATE
3422,3749508,FALSE POSITIVE,FALSE POSITIVE
3423,9266431,CANDIDATE,CANDIDATE
3424,9300285,FALSE POSITIVE,FALSE POSITIVE
3425,9426071,FALSE POSITIVE,FALSE POSITIVE
3426,9458613,CONFIRMED,CANDIDATE
3427,9458613,CONFIRMED,CANDIDATE
3428,10729472,FALSE POSITIVE,FALSE POSITIVE
3429,5966660,FALSE POSITIVE,FALSE POSITIVE
3430,6020753,CONFIRMED,CANDIDATE
3431,8456679,FALSE POSITIVE,FALSE POSITIVE
3432,6020753,CONFIRMED,CANDIDATE
3433,6062088,CONFIRMED,CANDIDATE
3434,9458613,CONFIRMED,CANDIDATE
3435,9458613,CONFIRMED,CANDIDATE
3436,9458613,CONFIRMED,CANDIDATE
3437,9530945,CONFIRMED,CANDIDATE
3438,10610039,CANDIDATE,CANDIDATE
3439,4752451,FALSE POSITIVE,FALSE POSITIVE
3440,6062088,CONFIRMED,CANDIDATE
3441,6062088,CONFIRMED,CANDIDATE
3442,6125481,CONFIRMED,CANDIDATE
3443,6267535,CONFIRMED,CANDIDATE
3444,1025986,FALSE POSITIVE,FALSE POSITIVE
3445,6347299,CONFIRMED,CANDIDATE
3446,9530945,CONFIRMED,CANDIDATE
3447,9578686,CONFIRMED,CANDIDATE
3448,9590976,CONFIRMED,CANDIDATE
3449,9590976,CONFIRMED,CANDIDATE
3450,11284772,CANDIDATE,CANDIDATE
3451,9590976,CONFIRMED,CANDIDATE
3452,2441151,FALSE POSITIVE,FALSE POSITIVE
3453,3970233,FALSE POSITIVE,FALSE POSITIVE
3454,4832837,CONFIRMED,CANDIDATE
3455,4832837,CANDIDATE,CANDIDATE
3456,5014753,FALSE POSITIVE,FALSE POSITIVE
3457,5441980,CANDIDATE,CANDIDATE
3458,6347299,CONFIRMED,CANDIDATE
3459,6365156,CONFIRMED,CANDIDATE
3460,6425957,CONFIRMED,CANDIDATE
3461,1293046,FALSE POSITIVE,FALSE POSITIVE
3462,2444412,CANDIDATE,CANDIDATE
3463,6425957,CONFIRMED,CANDIDATE
3464,9597345,CONFIRMED,CANDIDATE
3465,9597345,CONFIRMED,CANDIDATE
3466,9597345,CONFIRMED,CANDIDATE
3467,10972902,CANDIDATE,CANDIDATE
3468,9640976,FALSE POSITIVE,FALSE POSITIVE
3469,9640985,FALSE POSITIVE,FALSE POSITIVE
3470,5562784,FALSE POSITIVE,FALSE POSITIVE
3471,5608566,FALSE POSITIVE,FALSE POSITIVE
3472,5686174,CONFIRMED,CANDIDATE
3473,6309763,CANDIDATE,CANDIDATE
3474,5903312,FALSE POSITIVE,FALSE POSITIVE
3475,6462863,CONFIRMED,CANDIDATE
3476,6442340,CONFIRMED,CANDIDATE
3477,6442340,CONFIRMED,CANDIDATE
3478,6442340,CONFIRMED,CANDIDATE
3479,6685609,CONFIRMED,CANDIDATE
3480,6685609,CONFIRMED,CANDIDATE
3481,9450647,CONFIRMED,CANDIDATE
3482,9702072,CONFIRMED,CANDIDATE
3483,9413156,CANDIDATE,CANDIDATE
3484,9834719,FALSE POSITIVE,FALSE POSITIVE
3485,9846348,CANDIDATE,CANDIDATE
3486,9873254,CONFIRMED,CANDIDATE
3487,6587002,CONFIRMED,CANDIDATE
3488,6587002,CONFIRMED,CANDIDATE
3489,6960456,FALSE POSITIVE,FALSE POSITIVE
3490,7368664,CONFIRMED,CANDIDATE
3491,8374580,FALSE POSITIVE,FALSE POSITIVE
3492,6685609,CONFIRMED,CANDIDATE
3493,6707835,CONFIRMED,CANDIDATE
3494,2696205,CANDIDATE,CANDIDATE
3495,6752502,CANDIDATE,CANDIDATE
3496,6805146,FALSE POSITIVE,FALSE POSITIVE
3497,10318874,CONFIRMED,CANDIDATE
3498,6960445,FALSE POSITIVE,FALSE POSITIVE
3499,9873254,CONFIRMED,CANDIDATE
3500,9884104,CONFIRMED,CANDIDATE
3501,9884104,CONFIRMED,CANDIDATE
3502,9884104,CONFIRMED,CANDIDATE
3503,9950612,CONFIRMED,CANDIDATE
3504,9714696,CANDIDATE,CANDIDATE
3505,9846086,FALSE POSITIVE,FALSE POSITIVE
3506,10353968,CONFIRMED,CANDIDATE
3507,10384962,CANDIDATE,CANDIDATE
3508,11773022,CONFIRMED,CANDIDATE
3509,7033671,CONFIRMED,CANDIDATE
3510,7040629,CONFIRMED,CANDIDATE
3511,2711131,FALSE POSITIVE,FALSE POSITIVE
3512,7040629,CONFIRMED,CANDIDATE
3513,7040629,CONFIRMED,CANDIDATE
3514,7040629,CONFIRMED,CANDIDATE
3515,9950612,CONFIRMED,CANDIDATE
3516,6678383,CONFIRMED,CANDIDATE
3517,2308411,FALSE POSITIVE,FALSE POSITIVE
3518,9950612,CONFIRMED,CANDIDATE
3519,9950612,CONFIRMED,CANDIDATE
3520,9963524,CONFIRMED,CANDIDATE
3521,5780885,CONFIRMED,CANDIDATE
